"campaign","ad_group","keyword","match_type","final_url","max_cpc_try","priority"
"FRN-Search-HighIntent-OEM-Lead","Knorr / WABCO / Meritor kaliper","29171 fren balatasi","Exact","https://www.frenciniz.com/29171-bpw-kogel-dorse-fren-balatasi","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Knorr / WABCO / Meritor kaliper","29171 bpw dorse balata","Exact","https://www.frenciniz.com/29171-bpw-kogel-dorse-fren-balatasi","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Knorr / WABCO / Meritor kaliper","kogel dorse 29171","Exact","https://www.frenciniz.com/29171-bpw-kogel-dorse-fren-balatasi","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Knorr / WABCO / Meritor kaliper","bpw kogel fren balatasi","Exact","https://www.frenciniz.com/29171-bpw-kogel-dorse-fren-balatasi","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","MAN TGM fren diski","81508030042 fren diski","Exact","https://www.frenciniz.com/81508030042-man-tgl-tgm-fren-diski","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","MAN TGM fren diski","man tgl fren diski","Exact","https://www.frenciniz.com/81508030042-man-tgl-tgm-fren-diski","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","MAN TGM fren diski","man tgm fren diski","Exact","https://www.frenciniz.com/81508030042-man-tgl-tgm-fren-diski","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","MAN TGM fren diski","man 81508030042","Exact","https://www.frenciniz.com/81508030042-man-tgl-tgm-fren-diski","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Scania P/G/R serisi süspansiyon körüğü","1903608 koruk","Exact","https://www.frenciniz.com/1903608-scania-pgr-suspansiyon-korugu","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Scania P/G/R serisi süspansiyon körüğü","scania 1903608 suspansiyon korugu","Exact","https://www.frenciniz.com/1903608-scania-pgr-suspansiyon-korugu","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Scania P/G/R serisi süspansiyon körüğü","scania hava korugu","Exact","https://www.frenciniz.com/1903608-scania-pgr-suspansiyon-korugu","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Scania P/G/R serisi süspansiyon körüğü","1774804 koruk","Exact","https://www.frenciniz.com/1903608-scania-pgr-suspansiyon-korugu","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","BMC Probus bijon","21022167 bijon","Exact","https://www.frenciniz.com/urun/316/21022167-ror-meritor-dorse-bijon-esb-532-10-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","BMC Probus bijon","ror meritor bijon","Exact","https://www.frenciniz.com/urun/316/21022167-ror-meritor-dorse-bijon-esb-532-10-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","BMC Probus bijon","dorse bijon 21022167","Exact","https://www.frenciniz.com/urun/316/21022167-ror-meritor-dorse-bijon-esb-532-10-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","BMC Probus bijon","BMC Probus bijon","Exact","https://www.frenciniz.com/urun/316/21022167-ror-meritor-dorse-bijon-esb-532-10-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","ROR dorse dingili bijon","ROR dorse dingili bijon","Exact","https://www.frenciniz.com/urun/391/21022167-ror-meritor-dorse-bijon-esb-1313-10-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Knorr / WABCO / Meritor kaliper","31796200 disk bijonu","Exact","https://www.frenciniz.com/urun/9/31796200-ror-meritor-knorr-wabco-disk-bijonu-esb-4000-12-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Knorr / WABCO / Meritor kaliper","knorr wabco disk bijonu","Exact","https://www.frenciniz.com/urun/9/31796200-ror-meritor-knorr-wabco-disk-bijonu-esb-4000-12-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Knorr / WABCO / Meritor kaliper","ror meritor disk bijonu","Exact","https://www.frenciniz.com/urun/9/31796200-ror-meritor-knorr-wabco-disk-bijonu-esb-4000-12-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Knorr / WABCO / Meritor kaliper","Knorr / WABCO / Meritor kaliper uygulamaları fren diski","Exact","https://www.frenciniz.com/urun/9/31796200-ror-meritor-knorr-wabco-disk-bijonu-esb-4000-12-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Mercedes-Benz Actros fren diski","Mercedes-Benz Actros fren diski","Exact","https://www.frenciniz.com/urun/231/9434210312-mercedes-axor-actros-fren-diski-esd-010-12-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Mercedes-Benz Actros fren diski","Mercedes-Benz Axor fren diski","Exact","https://www.frenciniz.com/urun/231/9434210312-mercedes-axor-actros-fren-diski-esd-010-12-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Mercedes-Benz Actros fren diski","Actros 1840 fren diski","Exact","https://www.frenciniz.com/urun/231/9434210312-mercedes-axor-actros-fren-diski-esd-010-12-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Mercedes-Benz Actros fren diski","Actros 1841 fren diski","Exact","https://www.frenciniz.com/urun/231/9434210312-mercedes-axor-actros-fren-diski-esd-010-12-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Iveco Eurocargo fren diski","Iveco Eurocargo fren diski","Exact","https://www.frenciniz.com/urun/216/2995812-ford-cargo-fren-diski-esd-030-09-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Iveco Eurocargo fren diski","Iveco Eurotech fren diski","Exact","https://www.frenciniz.com/urun/216/2995812-ford-cargo-fren-diski-esd-030-09-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Iveco Eurocargo fren diski","Iveco Stralis fren diski","Exact","https://www.frenciniz.com/urun/216/2995812-ford-cargo-fren-diski-esd-030-09-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Iveco Eurocargo fren diski","Otoyol / Iveco otobüs fren diski","Exact","https://www.frenciniz.com/urun/216/2995812-ford-cargo-fren-diski-esd-030-09-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Mercedes-Benz Actros fren diski","Mercedes-Benz Arocs fren diski","Exact","https://www.frenciniz.com/urun/227/9604210412-mercedes-axor-actros-arocs-fren-diski-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","MAN TGA fren diski","MAN TGA fren diski","Exact","https://www.frenciniz.com/urun/224/81508030040-man-fortuna-otobus-fren-diski-esd-020-09-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","MAN TGA fren diski","MAN TGS fren diski","Exact","https://www.frenciniz.com/urun/224/81508030040-man-fortuna-otobus-fren-diski-esd-020-09-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","MAN TGA fren diski","MAN TGX fren diski","Exact","https://www.frenciniz.com/urun/224/81508030040-man-fortuna-otobus-fren-diski-esd-020-09-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Otokar Doruk fren diski","Otokar Doruk fren diski","Exact","https://www.frenciniz.com/urun/169/82135830-mercedes-travego-tourismo-man-fortuna-otobus-fren-diski-esd-140-01-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Otokar Doruk fren diski","Otokar Sultan fren diski","Exact","https://www.frenciniz.com/urun/169/82135830-mercedes-travego-tourismo-man-fortuna-otobus-fren-diski-esd-140-01-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Otokar Doruk fren diski","Karsan Atak fren diski","Exact","https://www.frenciniz.com/urun/169/82135830-mercedes-travego-tourismo-man-fortuna-otobus-fren-diski-esd-140-01-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Otokar Doruk fren diski","Mercedes-Benz Travego/Tourismo fren diski","Exact","https://www.frenciniz.com/urun/169/82135830-mercedes-travego-tourismo-man-fortuna-otobus-fren-diski-esd-140-01-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Scania 4 serisi fren diski","Scania 4 serisi fren diski","Exact","https://www.frenciniz.com/urun/203/1387439-scania-p-g-r-fren-diski-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Scania 4 serisi fren diski","Scania P/G/R serisi fren diski","Exact","https://www.frenciniz.com/urun/203/1387439-scania-p-g-r-fren-diski-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Scania 4 serisi fren diski","Scania P serisi fren diski","Exact","https://www.frenciniz.com/urun/203/1387439-scania-p-g-r-fren-diski-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Scania 4 serisi fren diski","Scania G420 fren diski","Exact","https://www.frenciniz.com/urun/203/1387439-scania-p-g-r-fren-diski-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","SAF dorse dingili fren diski","SAF dorse dingili fren diski","Exact","https://www.frenciniz.com/urun/193/407000500-ford-cargo-saf-dorse-krone-dorse-kogel-dorse-fren-diski-esd-070-12-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","SAF dorse dingili fren diski","SAF Holland treyler fren diski","Exact","https://www.frenciniz.com/urun/193/407000500-ford-cargo-saf-dorse-krone-dorse-kogel-dorse-fren-diski-esd-070-12-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","SAF dorse dingili fren diski","SAF Holland fren diski","Exact","https://www.frenciniz.com/urun/193/407000500-ford-cargo-saf-dorse-krone-dorse-kogel-dorse-fren-diski-esd-070-12-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","SAF dorse dingili fren diski","SAF Intradisc fren diski","Exact","https://www.frenciniz.com/urun/193/407000500-ford-cargo-saf-dorse-krone-dorse-kogel-dorse-fren-diski-esd-070-12-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","BPW dorse dingili fren diski","BPW dorse dingili fren diski","Exact","https://www.frenciniz.com/urun/188/0308835030-ford-cargo-bpw-dorse-krone-dorse-kogel-dorse-fren-diski-esd-070-20-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","BPW dorse dingili fren diski","BPW ECOPlus dingil fren diski","Exact","https://www.frenciniz.com/urun/188/0308835030-ford-cargo-bpw-dorse-krone-dorse-kogel-dorse-fren-diski-esd-070-20-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","BPW dorse dingili fren diski","BPW treyler fren diski","Exact","https://www.frenciniz.com/urun/188/0308835030-ford-cargo-bpw-dorse-krone-dorse-kogel-dorse-fren-diski-esd-070-20-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","BPW dorse dingili fren diski","BPW ECOPlus fren diski","Exact","https://www.frenciniz.com/urun/188/0308835030-ford-cargo-bpw-dorse-krone-dorse-kogel-dorse-fren-diski-esd-070-20-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Volvo FH fren diski","Volvo FH fren diski","Exact","https://www.frenciniz.com/urun/175/85103803-volvo-fh12-fm-fl-fren-diski-esd-110-01-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Volvo FH fren diski","Volvo FM fren diski","Exact","https://www.frenciniz.com/urun/175/85103803-volvo-fh12-fm-fl-fren-diski-esd-110-01-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Volvo FH fren diski","Volvo FL fren diski","Exact","https://www.frenciniz.com/urun/175/85103803-volvo-fh12-fm-fl-fren-diski-esd-110-01-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Volvo FH fren diski","Volvo FH12 fren diski","Exact","https://www.frenciniz.com/urun/175/85103803-volvo-fh12-fm-fl-fren-diski-esd-110-01-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Ford Cargo fren diski","Ford Cargo fren diski","Exact","https://www.frenciniz.com/urun/74/dc462a315aa-ford-cargo-krone-dorse-kogel-dorse-fren-diski-abs-li-arka-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Ford Cargo fren diski","WABCO ABS/EBS sistemi fren diski","Exact","https://www.frenciniz.com/urun/74/dc462a315aa-ford-cargo-krone-dorse-kogel-dorse-fren-diski-abs-li-arka-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Ford Cargo fren diski","Dorse EBS sistemi fren diski","Exact","https://www.frenciniz.com/urun/74/dc462a315aa-ford-cargo-krone-dorse-kogel-dorse-fren-diski-abs-li-arka-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Ford Cargo fren diski","Kamyon / treyler ABS sensör hattı fren diski","Exact","https://www.frenciniz.com/urun/74/dc462a315aa-ford-cargo-krone-dorse-kogel-dorse-fren-diski-abs-li-arka-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","MAN L2000 fren diski","MAN L2000 fren diski","Exact","https://www.frenciniz.com/urun/226/81508030026-man-tga-tgs-tgx-tgm-fren-diski-esd-020-04-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","MAN L2000 fren diski","MAN M2000 fren diski","Exact","https://www.frenciniz.com/urun/226/81508030026-man-tga-tgs-tgx-tgm-fren-diski-esd-020-04-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","MAN L2000 fren diski","MAN TGA 18.430 fren diski","Exact","https://www.frenciniz.com/urun/226/81508030026-man-tga-tgs-tgx-tgm-fren-diski-esd-020-04-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","MAN L2000 fren diski","MAN TGA 18.460 fren diski","Exact","https://www.frenciniz.com/urun/226/81508030026-man-tga-tgs-tgx-tgm-fren-diski-esd-020-04-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Iveco Eurocargo fren diski","Iveco Trakker fren diski","Exact","https://www.frenciniz.com/urun/215/7187541-ford-cargo-fren-diski-6cm-14-delik-on-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Iveco Eurocargo fren diski","Iveco Stralis 430 fren diski","Exact","https://www.frenciniz.com/urun/215/7187541-ford-cargo-fren-diski-6cm-14-delik-on-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Kamyon fren kampanasi","Kamyon fren kampanasi","Exact","https://www.frenciniz.com/urun/97/52809-ford-cargo-krone-dorse-kogel-dorse-fren-kampanasi-esk-160-29-s-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Kamyon fren kampanasi","Tır / çekici fren kampanasi","Exact","https://www.frenciniz.com/urun/97/52809-ford-cargo-krone-dorse-kogel-dorse-fren-kampanasi-esk-160-29-s-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Kamyon fren kampanasi","Otobüs fren kampanasi","Exact","https://www.frenciniz.com/urun/97/52809-ford-cargo-krone-dorse-kogel-dorse-fren-kampanasi-esk-160-29-s-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Kamyon fren kampanasi","Dorse fren kampanasi","Exact","https://www.frenciniz.com/urun/97/52809-ford-cargo-krone-dorse-kogel-dorse-fren-kampanasi-esk-160-29-s-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Ford Cargo fren kampanasi","Ford Cargo fren kampanasi","Exact","https://www.frenciniz.com/urun/133/9c46-1125-ab-ford-cargo-fren-kampanasi-esk-040-12-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Ford Cargo fren kampanasi","Ford Cargo 1846 fren kampanasi","Exact","https://www.frenciniz.com/urun/133/9c46-1125-ab-ford-cargo-fren-kampanasi-esk-040-12-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Ford Cargo fren kampanasi","Ford Cargo 3230 fren kampanasi","Exact","https://www.frenciniz.com/urun/133/9c46-1125-ab-ford-cargo-fren-kampanasi-esk-040-12-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Ford Cargo fren kampanasi","Ford Cargo 3238 fren kampanasi","Exact","https://www.frenciniz.com/urun/133/9c46-1125-ab-ford-cargo-fren-kampanasi-esk-040-12-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Dorse / treyler fren kampanasi","Dorse / treyler fren kampanasi","Exact","https://www.frenciniz.com/urun/91/ford-cargo-krone-dorse-kogel-dorse-fren-kampanasi-esk-160-87-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Dorse / treyler fren kampanasi","Yerel dorse dingil grubu fren kampanasi","Exact","https://www.frenciniz.com/urun/91/ford-cargo-krone-dorse-kogel-dorse-fren-kampanasi-esk-160-87-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Dorse / treyler fren kampanasi","Krone dorse fren kampanasi","Exact","https://www.frenciniz.com/urun/91/ford-cargo-krone-dorse-kogel-dorse-fren-kampanasi-esk-160-87-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Dorse / treyler fren kampanasi","Kögel dorse fren kampanasi","Exact","https://www.frenciniz.com/urun/91/ford-cargo-krone-dorse-kogel-dorse-fren-kampanasi-esk-160-87-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Mercedes-Benz Actros fren kampanasi","Mercedes-Benz Actros fren kampanasi","Exact","https://www.frenciniz.com/urun/153/6584210001-mercedes-axor-actros-fren-kampanasi-esk-010-41-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Mercedes-Benz Actros fren kampanasi","Mercedes-Benz Axor fren kampanasi","Exact","https://www.frenciniz.com/urun/153/6584210001-mercedes-axor-actros-fren-kampanasi-esk-010-41-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Mercedes-Benz Actros fren kampanasi","Actros 1840 fren kampanasi","Exact","https://www.frenciniz.com/urun/153/6584210001-mercedes-axor-actros-fren-kampanasi-esk-010-41-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Mercedes-Benz Actros fren kampanasi","Actros 1841 fren kampanasi","Exact","https://www.frenciniz.com/urun/153/6584210001-mercedes-axor-actros-fren-kampanasi-esk-010-41-ekersan","6.00","sales-priority-1"
"FRN-Search-HighIntent-OEM-Lead","Mercedes-Benz Actros fren balatasi","Mercedes-Benz Actros fren balatasi","Exact","https://www.frenciniz.com/urun/481/19488-mercedes-axor-actros-man-tga-tgs-tgx-tgm-fren-balatasi-22-lik-ekersan","6.00","sales-priority-1"
