"score","id","category","primary_query","secondary_queries","url","stock","price"
"108","193","Fren Diski","Fren Diski SAF Holland OEM 407000500 ESD 070 12","SAF dorse dingili Fren Diski | SAF dorse dingili 407000500 | 407000500 Fren Diski | ESD 070 12 Fren Diski | Fren Diski SAF Holland","https://www.frenciniz.com/urun/193/fren-diski-saf-holland-oem-407000500-esd-070-12-ekersan","334","3962"
"108","188","Fren Diski","Fren Diski BPW ECOPlus OEM 0308835030 ESD 070 20","BPW dorse dingili Fren Diski | BPW dorse dingili 0308835030 | 0308835030 Fren Diski | ESD 070 20 Fren Diski | Fren Diski BPW ECOPlus","https://www.frenciniz.com/urun/188/fren-diski-bpw-ecoplus-oem-0308835030-esd-070-20-ekersan","310","4126.36"
"108","182","Fren Diski","Fren Diski Scania P G R OEM 1386686 ESD 080 01","Scania 4 serisi Fren Diski | Scania 4 serisi 1386686 | 1386686 Fren Diski | ESD 080 01 Fren Diski | Fren Diski Scania P G R","https://www.frenciniz.com/urun/182/fren-diski-scania-p-g-r-oem-1386686-esd-080-01-ekersan","301","3817.95"
"108","846","Fren Pabucu","Fren Pabucu Renault Premium Magnum Kerax Midlum Volvo FH FH12 FM FL BMC Probus Profesyonel OEM (A) F4 EYD 206 38","Volvo FH Fren Pabucu | Volvo FH (A) F4 | (A) F4 Fren Pabucu | EYD 206 38 Fren Pabucu | Fren Pabucu Renault Premium Magnum Kerax Midlum Volvo FH FH12 FM FL BMC Probus Profesyonel","https://www.frenciniz.com/urun/846/fren-pabucu-renault-premium-magnum-kerax-midlum-volvo-fh-fh12-fm-fl-bmc-probus-profesyonel-oem","301","1102.2"
"108","175","Fren Diski","Fren Diski Volvo FH FM FL OEM 85103803 ESD 110 01","Volvo FH Fren Diski | Volvo FH 85103803 | 85103803 Fren Diski | ESD 110 01 Fren Diski | Fren Diski Volvo FH FM FL","https://www.frenciniz.com/urun/175/fren-diski-volvo-fh-fm-fl-oem-85103803-esd-110-01-ekersan","290","3722.23"
"108","847","Fren Pabucu","Fren Pabucu Renault Premium Magnum Kerax Midlum Volvo FH FH12 FM FL BMC Probus Profesyonel OEM (A) F4 EYD 206 37","Volvo FH Fren Pabucu | Volvo FH (A) F4 | (A) F4 Fren Pabucu | EYD 206 37 Fren Pabucu | Fren Pabucu Renault Premium Magnum Kerax Midlum Volvo FH FH12 FM FL BMC Probus Profesyonel","https://www.frenciniz.com/urun/847/fren-pabucu-renault-premium-magnum-kerax-midlum-volvo-fh-fh12-fm-fl-bmc-probus-profesyonel-oem","287","1102.2"
"108","190","Fren Diski","Fren Diski SAF Holland OEM 4079001300 ESD 070 15","SAF dorse dingili Fren Diski | SAF dorse dingili 4079001300 | 4079001300 Fren Diski | ESD 070 15 Fren Diski | Fren Diski SAF Holland","https://www.frenciniz.com/urun/190/fren-diski-saf-holland-oem-4079001300-esd-070-15-ekersan","271","3509.54"
"108","201","Fren Diski","Fren Diski BPW ECOPlus OEM 308834020 ESD 070 02","BPW dorse dingili Fren Diski | BPW dorse dingili 308834020 | 308834020 Fren Diski | ESD 070 02 Fren Diski | Fren Diski BPW ECOPlus","https://www.frenciniz.com/urun/201/fren-diski-bpw-ecoplus-oem-308834020-esd-070-02-ekersan","241","4636.84"
"108","220","Fren Diski","Fren Diski Iveco Eurocargo Stralis OEM 1906461 ESD 030 02","Iveco Eurocargo Fren Diski | Iveco Eurocargo 1906461 | 1906461 Fren Diski | ESD 030 02 Fren Diski | Fren Diski Iveco Eurocargo Stralis","https://www.frenciniz.com/urun/220/fren-diski-iveco-eurocargo-stralis-oem-1906461-esd-030-02-ekersan","241","4604.94"
"108","74","Fren Diski","Fren Diski Ford Cargo WABCO ABS EBS Ön Arka 1846 OEM DC462A315AA ESD 120 03-1","Ford Cargo Fren Diski | Ford Cargo DC462A315AA | DC462A315AA Fren Diski | ESD 120 03-1 Fren Diski | Fren Diski Ford Cargo WABCO ABS EBS Ön Arka 1846","https://www.frenciniz.com/urun/74/fren-diski-ford-cargo-wabco-abs-ebs-on-arka-1846-oem-dc462a315aa-esd-120-03-1-ekersan","223","4700.65"
"108","800","Fren Pabucu","Fren Pabucu BPW ECOPlus 18 cm OEM (A) F4 EYD 80 04","BPW dorse dingili Fren Pabucu | BPW dorse dingili (A) F4 | (A) F4 Fren Pabucu | EYD 80 04 Fren Pabucu | Fren Pabucu BPW ECOPlus 18 cm","https://www.frenciniz.com/urun/800/fren-pabucu-bpw-ecoplus-18-cm-oem-a-f4-eyd-80-04-ekersan","213","1141.8"
"108","226","Fren Diski","Fren Diski MAN L2000 M2000 OEM 81508030026 ESD 020 04","MAN L2000 Fren Diski | MAN L2000 81508030026 | 81508030026 Fren Diski | ESD 020 04 Fren Diski | Fren Diski MAN L2000 M2000","https://www.frenciniz.com/urun/226/fren-diski-man-l2000-m2000-oem-81508030026-esd-020-04-ekersan","207","2680.01"
"108","215","Fren Diski","Fren Diski Iveco Eurocargo Stralis Trakker 6 cm 14 Delik Ön 220 OEM 7187541 ESD 030 10","Iveco Eurocargo Fren Diski | Iveco Eurocargo 7187541 | 7187541 Fren Diski | ESD 030 10 Fren Diski | Fren Diski Iveco Eurocargo Stralis Trakker 6 cm 14 Delik Ön 220","https://www.frenciniz.com/urun/215/fren-diski-iveco-eurocargo-stralis-trakker-6-cm-14-delik-on-220-oem-7187541-esd-030-10-ekersan","206","3924.3"
"108","225","Fren Diski","Fren Diski MAN L2000 M2000 OEM 81508030024 ESD 020 05","MAN L2000 Fren Diski | MAN L2000 81508030024 | 81508030024 Fren Diski | ESD 020 05 Fren Diski | Fren Diski MAN L2000 M2000","https://www.frenciniz.com/urun/225/fren-diski-man-l2000-m2000-oem-81508030024-esd-020-05-ekersan","196","2807.63"
"108","200","Fren Diski","Fren Diski SAF Holland OEM 4079000410 ESD 070 03","SAF dorse dingili Fren Diski | SAF dorse dingili 4079000410 | 4079000410 Fren Diski | ESD 070 03 Fren Diski | Fren Diski SAF Holland","https://www.frenciniz.com/urun/200/fren-diski-saf-holland-oem-4079000410-esd-070-03-ekersan","170","4168.9"
"108","72","Fren Diski","Fren Diski MAN L2000 TGL TGM OEM 81508030042 ESD 020 12","MAN TGM Fren Diski | MAN TGM 81508030042 | 81508030042 Fren Diski | ESD 020 12 Fren Diski | Fren Diski MAN L2000 TGL TGM","https://www.frenciniz.com/urun/72/fren-diski-man-l2000-tgl-tgm-oem-81508030042-esd-020-12-ekersan","167","2903.34"
"108","180","Fren Diski","Fren Diski Otokar Doruk Sultan Ön SKU ESD 090 04","Otokar Doruk Fren Diski | Otokar Doruk ESD 090 04 | ESD 090 04 Fren Diski | Fren Diski Otokar Doruk Sultan Ön","https://www.frenciniz.com/urun/180/fren-diski-otokar-doruk-sultan-on-sku-esd-090-04-ekersan","157","4636.84"
"108","181","Fren Diski","Fren Diski Otokar Doruk Sultan Ön OEM 13C2505572BA ESD 090 02","Otokar Doruk Fren Diski | Otokar Doruk 13C2505572BA | 13C2505572BA Fren Diski | ESD 090 02 Fren Diski | Fren Diski Otokar Doruk Sultan Ön","https://www.frenciniz.com/urun/181/fren-diski-otokar-doruk-sultan-on-oem-13c2505572ba-esd-090-02-ekersan","157","3445.73"
"108","496","Fren Pabucu","Fren Pabucu BPW ECOPlus Y.M 360 200 OEM 05.091.19.34.0 03.7100.300.031.00","BPW dorse dingili Fren Pabucu | BPW dorse dingili 05.091.19.34.0 | 05.091.19.34.0 Fren Pabucu | 03.7100.300.031.00 Fren Pabucu | Fren Pabucu BPW ECOPlus Y.M 360 200","https://www.frenciniz.com/urun/496/fren-pabucu-bpw-ecoplus-y-m-360-200-oem-05-091-19-34-0-03-7100-300-031-00-ekersan","144","1062.6"
"108","170","Fren Diski","Fren Diski Isuzu Novo NovoCiti Life CitiLife OEM 377777391054 ESD 130 02","Isuzu Novo Fren Diski | Isuzu Novo 377777391054 | 377777391054 Fren Diski | ESD 130 02 Fren Diski | Fren Diski Isuzu Novo NovoCiti Life CitiLife","https://www.frenciniz.com/urun/170/fren-diski-isuzu-novo-novociti-life-citilife-oem-377777391054-esd-130-02-ekersan","140","3233.03"
"108","233","Fren Diski","Fren Diski Mercedes Actros Axor OEM 9754230612 ESD 010 03","Mercedes-Benz Actros Fren Diski | Mercedes-Benz Actros 9754230612 | 9754230612 Fren Diski | ESD 010 03 Fren Diski | Fren Diski Mercedes Actros Axor","https://www.frenciniz.com/urun/233/fren-diski-mercedes-actros-axor-oem-9754230612-esd-010-03-ekersan","129","3789.91"
"108","198","Fren Diski","Fren Diski BPW ECOPlus OEM 0308834040 ESD 070 05","BPW dorse dingili Fren Diski | BPW dorse dingili 0308834040 | 0308834040 Fren Diski | ESD 070 05 Fren Diski | Fren Diski BPW ECOPlus","https://www.frenciniz.com/urun/198/fren-diski-bpw-ecoplus-oem-0308834040-esd-070-05-ekersan","119","4573.03"
"108","196","Fren Diski","Fren Diski BPW ECOPlus OEM 0308834100 ESD 070 07","BPW dorse dingili Fren Diski | BPW dorse dingili 0308834100 | 0308834100 Fren Diski | ESD 070 07 Fren Diski | Fren Diski BPW ECOPlus","https://www.frenciniz.com/urun/196/fren-diski-bpw-ecoplus-oem-0308834100-esd-070-07-ekersan","118","4573.03"
"108","177","Fren Diski","Fren Diski Karsan Atak Ön OEM 3050037 ESD 090 08","Karsan Atak Fren Diski | Karsan Atak 3050037 | 3050037 Fren Diski | ESD 090 08 Fren Diski | Fren Diski Karsan Atak Ön","https://www.frenciniz.com/urun/177/fren-diski-karsan-atak-on-oem-3050037-esd-090-08-ekersan","116","4424.14"
"108","644","Fren Pabucu","Fren Pabucu Mercedes Actros Axor 22 cm OEM 624.420.02.19 EYD 206 08","Mercedes-Benz Actros Fren Pabucu | Mercedes-Benz Actros 624.420.02.19 | 624.420.02.19 Fren Pabucu | EYD 206 08 Fren Pabucu | Fren Pabucu Mercedes Actros Axor 22 cm","https://www.frenciniz.com/urun/644/fren-pabucu-mercedes-actros-axor-22-cm-oem-624-420-02-19-eyd-206-08-ekersan","116","2145"
"108","222","Fren Diski","Fren Diski MAN TGL OEM 81508030063 ESD 020 13","MAN TGL Fren Diski | MAN TGL 81508030063 | 81508030063 Fren Diski | ESD 020 13 Fren Diski | Fren Diski MAN TGL","https://www.frenciniz.com/urun/222/fren-diski-man-tgl-oem-81508030063-esd-020-13-ekersan","110","2903.34"
"108","195","Fren Diski","Fren Diski BPW ECOPlus OEM 0308834010 ESD 070 10","BPW dorse dingili Fren Diski | BPW dorse dingili 0308834010 | 0308834010 Fren Diski | ESD 070 10 Fren Diski | Fren Diski BPW ECOPlus","https://www.frenciniz.com/urun/195/fren-diski-bpw-ecoplus-oem-0308834010-esd-070-10-ekersan","109","4551.76"
"108","235","Fren Diski","Fren Diski Mercedes Actros Axor OEM 3564211012 ESD 010 01","Mercedes-Benz Actros Fren Diski | Mercedes-Benz Actros 3564211012 | 3564211012 Fren Diski | ESD 010 01 Fren Diski | Fren Diski Mercedes Actros Axor","https://www.frenciniz.com/urun/235/fren-diski-mercedes-actros-axor-oem-3564211012-esd-010-01-ekersan","108","4604.94"
"108","184","Fren Diski","Fren Diski ROR Meritor OEM 1176816 ESD 070 25","ROR dorse dingili Fren Diski | ROR dorse dingili 1176816 | 1176816 Fren Diski | ESD 070 25 Fren Diski | Fren Diski ROR Meritor","https://www.frenciniz.com/urun/184/fren-diski-ror-meritor-oem-1176816-esd-070-25-ekersan","103","5062.24"
"108","187","Fren Diski","Fren Diski SAF Holland OEM 4079001700 ESD 070 22","SAF dorse dingili Fren Diski | SAF dorse dingili 4079001700 | 4079001700 Fren Diski | ESD 070 22 Fren Diski | Fren Diski SAF Holland","https://www.frenciniz.com/urun/187/fren-diski-saf-holland-oem-4079001700-esd-070-22-ekersan","100","4849.54"
"108","171","Fren Diski","Fren Diski Isuzu Novo NovoCiti Life CitiLife Arka OEM 3870143170 ESD 130 01","Isuzu Novo Fren Diski | Isuzu Novo 3870143170 | 3870143170 Fren Diski | ESD 130 01 Fren Diski | Fren Diski Isuzu Novo NovoCiti Life CitiLife Arka","https://www.frenciniz.com/urun/171/fren-diski-isuzu-novo-novociti-life-citilife-arka-oem-3870143170-esd-130-01-ekersan","99","3445.73"
"108","185","Fren Diski","Fren Diski ROR Meritor OEM 1088133 ESD 070 24","ROR dorse dingili Fren Diski | ROR dorse dingili 1088133 | 1088133 Fren Diski | ESD 070 24 Fren Diski | Fren Diski ROR Meritor","https://www.frenciniz.com/urun/185/fren-diski-ror-meritor-oem-1088133-esd-070-24-ekersan","97","4950.09"
"108","280","Fren Diski","Fren Diski Volvo FH FM FL OEM 85103803 ESD 110 01-1","Volvo FH Fren Diski | Volvo FH 85103803 | 85103803 Fren Diski | ESD 110 01-1 Fren Diski | Fren Diski Volvo FH FM FL","https://www.frenciniz.com/urun/280/fren-diski-volvo-fh-fm-fl-oem-85103803-esd-110-01-1-ekersan","96","3722.24"
"108","232","Fren Diski","Fren Diski Mercedes Atego Tourino OEM 9754210212 ESD 010 04","Mercedes-Benz Atego Fren Diski | Mercedes-Benz Atego 9754210212 | 9754210212 Fren Diski | ESD 010 04 Fren Diski | Fren Diski Mercedes Atego Tourino","https://www.frenciniz.com/urun/232/fren-diski-mercedes-atego-tourino-oem-9754210212-esd-010-04-ekersan","94","3789.91"
"108","279","Fren Diski","Fren Diski Volvo FH FM FL OEM 85103803 ESD 110 01-3","Volvo FH Fren Diski | Volvo FH 85103803 | 85103803 Fren Diski | ESD 110 01-3 Fren Diski | Fren Diski Volvo FH FM FL","https://www.frenciniz.com/urun/279/fren-diski-volvo-fh-fm-fl-oem-85103803-esd-110-01-3-ekersan","90","3840.54"
"108","194","Fren Diski","Fren Diski Dorse Treyler 8 Delik 160 230 OEM 0308834010 ESD 070 10-1","BPW dorse dingili Fren Diski | BPW dorse dingili 0308834010 | 0308834010 Fren Diski | ESD 070 10-1 Fren Diski | Fren Diski Dorse Treyler 8 Delik 160 230","https://www.frenciniz.com/urun/194/fren-diski-dorse-treyler-8-delik-160-230-oem-0308834010-esd-070-10-1-ekersan","87","4636.84"
"108","210","Fren Diski","Fren Diski Iveco Eurocargo Stralis Trakker WABCO ABS EBS Arka 110 OEM 7189456 ESD 030 20","Iveco Eurocargo Fren Diski | Iveco Eurocargo 7189456 | 7189456 Fren Diski | ESD 030 20 Fren Diski | Fren Diski Iveco Eurocargo Stralis Trakker WABCO ABS EBS Arka 110","https://www.frenciniz.com/urun/210/fren-diski-iveco-eurocargo-stralis-trakker-wabco-abs-ebs-arka-110-oem-7189456-esd-030-20-ekersan","86","4094.46"
"108","859","Fren Pabucu","Fren Pabucu Volvo FH FH12 FM FL BMC Probus Profesyonel Fatih Pro 5 cm OEM (A) G4 EYD 206 01-1","Volvo FH Fren Pabucu | Volvo FH (A) G4 | (A) G4 Fren Pabucu | EYD 206 01-1 Fren Pabucu | Fren Pabucu Volvo FH FH12 FM FL BMC Probus Profesyonel Fatih Pro 5 cm","https://www.frenciniz.com/urun/859/fren-pabucu-volvo-fh-fh12-fm-fl-bmc-probus-profesyonel-fatih-pro-5-cm-oem-a-g4-eyd-206-01-1","85","924"
"108","174","Fren Diski","Fren Diski ESD 110 01 2 SKU ESD 110 01-2","Kamyon Fren Diski | Kamyon ESD 110 01-2 | ESD 110 01-2 Fren Diski | Fren Diski ESD 110 01 2","https://www.frenciniz.com/urun/174/fren-diski-esd-110-01-2-sku-esd-110-01-2-ekersan","83","4041.28"
"108","858","Fren Pabucu","Fren Pabucu BMC Probus Profesyonel Fatih Pro 20 cm OEM (A) E4 EYD 206 02","BMC Probus Fren Pabucu | BMC Probus (A) E4 | (A) E4 Fren Pabucu | EYD 206 02 Fren Pabucu | Fren Pabucu BMC Probus Profesyonel Fatih Pro 20 cm","https://www.frenciniz.com/urun/858/fren-pabucu-bmc-probus-profesyonel-fatih-pro-20-cm-oem-a-e4-eyd-206-02-ekersan","83","924"
"108","162","Fren Diski","Fren Diski York Valx OEM 50390001 ESD 220 01","Dorse / treyler Fren Diski | Dorse / treyler 50390001 | 50390001 Fren Diski | ESD 220 01 Fren Diski | Fren Diski York Valx","https://www.frenciniz.com/urun/162/fren-diski-york-valx-oem-50390001-esd-220-01-ekersan","82","5360.02"
"108","84","Fren Diski","Fren Diski Volvo FH FM FL OEM 8551042 ESD 110 05","Volvo FH Fren Diski | Volvo FH 8551042 | 8551042 Fren Diski | ESD 110 05 Fren Diski | Fren Diski Volvo FH FM FL","https://www.frenciniz.com/urun/84/fren-diski-volvo-fh-fm-fl-oem-8551042-esd-110-05-ekersan","79","4428.01"
"108","230","Fren Diski","Fren Diski Mercedes Axor E.M OEM 204566 ESD 010 18","Mercedes-Benz Axor Fren Diski | Mercedes-Benz Axor 204566 | 204566 Fren Diski | ESD 010 18 Fren Diski | Fren Diski Mercedes Axor E.M","https://www.frenciniz.com/urun/230/fren-diski-mercedes-axor-e-m-oem-204566-esd-010-18-ekersan","74","4870.81"
"108","857","Fren Pabucu","Fren Pabucu BMC Probus Profesyonel Fatih Pro 20 cm OEM (A) E4 EYD 206 02-1","BMC Probus Fren Pabucu | BMC Probus (A) E4 | (A) E4 Fren Pabucu | EYD 206 02-1 Fren Pabucu | Fren Pabucu BMC Probus Profesyonel Fatih Pro 20 cm","https://www.frenciniz.com/urun/857/fren-pabucu-bmc-probus-profesyonel-fatih-pro-20-cm-oem-a-e4-eyd-206-02-1-ekersan","73","924"
"108","168","Fren Diski","Fren Diski ROR Meritor OEM MBR9018 ESD 150 04","ROR dorse dingili Fren Diski | ROR dorse dingili MBR9018 | MBR9018 Fren Diski | ESD 150 04 Fren Diski | Fren Diski ROR Meritor","https://www.frenciniz.com/urun/168/fren-diski-ror-meritor-oem-mbr9018-esd-150-04-ekersan","72","4743.19"
"108","191","Fren Diski","Fren Diski SAF Holland OEM 4079001001 ESD 070 14","SAF dorse dingili Fren Diski | SAF dorse dingili 4079001001 | 4079001001 Fren Diski | ESD 070 14 Fren Diski | Fren Diski SAF Holland","https://www.frenciniz.com/urun/191/fren-diski-saf-holland-oem-4079001001-esd-070-14-ekersan","72","3700.96"
"108","176","Fren Diski","Fren Diski ROR Meritor OEM 68323825 ESD 100 01","ROR dorse dingili Fren Diski | ROR dorse dingili 68323825 | 68323825 Fren Diski | ESD 100 01 Fren Diski | Fren Diski ROR Meritor","https://www.frenciniz.com/urun/176/fren-diski-ror-meritor-oem-68323825-esd-100-01-ekersan","66","5232.4"
"108","860","Fren Pabucu","Fren Pabucu Volvo FH FH12 FM FL BMC Probus Profesyonel Fatih Pro 5 cm OEM (A) G4 EYD 206 01","Volvo FH Fren Pabucu | Volvo FH (A) G4 | (A) G4 Fren Pabucu | EYD 206 01 Fren Pabucu | Fren Pabucu Volvo FH FH12 FM FL BMC Probus Profesyonel Fatih Pro 5 cm","https://www.frenciniz.com/urun/860/fren-pabucu-volvo-fh-fh12-fm-fl-bmc-probus-profesyonel-fatih-pro-5-cm-oem-a-g4-eyd-206-01","65","924"
"108","209","Fren Diski","Fren Diski Renault Midlum Premium Magnum OEM 5010260218 ESD 040 02","Renault Trucks Midlum Fren Diski | Renault Trucks Midlum 5010260218 | 5010260218 Fren Diski | ESD 040 02 Fren Diski | Fren Diski Renault Midlum Premium Magnum","https://www.frenciniz.com/urun/209/fren-diski-renault-midlum-premium-magnum-oem-5010260218-esd-040-02-ekersan","64","4211.44"
"108","228","Fren Diski","Fren Diski Mercedes Actros Axor OEM 9704210112 ESD 010 22","Mercedes-Benz Actros Fren Diski | Mercedes-Benz Actros 9704210112 | 9704210112 Fren Diski | ESD 010 22 Fren Diski | Fren Diski Mercedes Actros Axor","https://www.frenciniz.com/urun/228/fren-diski-mercedes-actros-axor-oem-9704210112-esd-010-22-ekersan","62","4126.36"
"108","197","Fren Diski","Fren Diski BPW ECOPlus OEM 0308834080 ESD 070 06","BPW dorse dingili Fren Diski | BPW dorse dingili 0308834080 | 0308834080 Fren Diski | ESD 070 06 Fren Diski | Fren Diski BPW ECOPlus","https://www.frenciniz.com/urun/197/fren-diski-bpw-ecoplus-oem-0308834080-esd-070-06-ekersan","61","4573.03"
"108","212","Fren Diski","Fren Diski Iveco Eurocargo Stralis Trakker WABCO ABS EBS Arka 220 OEM 2992636 ESD 030 17","Iveco Eurocargo Fren Diski | Iveco Eurocargo 2992636 | 2992636 Fren Diski | ESD 030 17 Fren Diski | Fren Diski Iveco Eurocargo Stralis Trakker WABCO ABS EBS Arka 220","https://www.frenciniz.com/urun/212/fren-diski-iveco-eurocargo-stralis-trakker-wabco-abs-ebs-arka-220-oem-2992636-esd-030-17-ekersan","59","4849.54"
"108","217","Fren Diski","Fren Diski Iveco Eurocargo Stralis Trakker 8 Delik Arka 030 OEM 52226 ESD 030 05","Iveco Eurocargo Fren Diski | Iveco Eurocargo 52226 | 52226 Fren Diski | ESD 030 05 Fren Diski | Fren Diski Iveco Eurocargo Stralis Trakker 8 Delik Arka 030","https://www.frenciniz.com/urun/217/fren-diski-iveco-eurocargo-stralis-trakker-8-delik-arka-030-oem-52226-esd-030-05-ekersan","59","4211.44"
"108","853","Fren Pabucu","Fren Pabucu Ford Cargo 20 cm OEM (A) E3 EYD 206 05","Ford Cargo Fren Pabucu | Ford Cargo (A) E3 | (A) E3 Fren Pabucu | EYD 206 05 Fren Pabucu | Fren Pabucu Ford Cargo 20 cm","https://www.frenciniz.com/urun/853/fren-pabucu-ford-cargo-20-cm-oem-a-e3-eyd-206-05-ekersan","56","924"
"108","178","Fren Diski","Fren Diski Otokar Doruk Sultan Ön OEM 16H00-05 ESD 090 07","Otokar Doruk Fren Diski | Otokar Doruk 16H00-05 | 16H00-05 Fren Diski | ESD 090 07 Fren Diski | Fren Diski Otokar Doruk Sultan Ön","https://www.frenciniz.com/urun/178/fren-diski-otokar-doruk-sultan-on-oem-16h00-05-esd-090-07-ekersan","55","4424.14"
"108","282","Fren Diski","Fren Diski Iveco Eurocargo Stralis Trakker Ön OEM 5802234113 ESD 030 25","Iveco Eurocargo Fren Diski | Iveco Eurocargo 5802234113 | 5802234113 Fren Diski | ESD 030 25 Fren Diski | Fren Diski Iveco Eurocargo Stralis Trakker Ön","https://www.frenciniz.com/urun/282/fren-diski-iveco-eurocargo-stralis-trakker-on-oem-5802234113-esd-030-25-ekersan","54","4945.25"
"108","161","Fren Diski","Fren Diski Kögel Krone OEM 9267086 ESD 220 02","Gigant dorse dingili Fren Diski | Gigant dorse dingili 9267086 | 9267086 Fren Diski | ESD 220 02 Fren Diski | Fren Diski Kögel Krone","https://www.frenciniz.com/urun/161/fren-diski-kogel-krone-oem-9267086-esd-220-02-ekersan","53","5360.02"
"108","43","Fren Diski","Fren Diski MAN L2000 M2000 TGM OEM 81508030027 ESD 020 17","MAN TGM Fren Diski | MAN TGM 81508030027 | 81508030027 Fren Diski | ESD 020 17 Fren Diski | Fren Diski MAN L2000 M2000 TGM","https://www.frenciniz.com/urun/43/fren-diski-man-l2000-m2000-tgm-oem-81508030027-esd-020-17-ekersan","50","4519.86"
"108","164","Fren Diski","Fren Diski Mitsubishi Canter Fuso Isuzu NPR NQR Otokar Doruk Sultan Arka 090 0613 OEM 16F00-05-248AA ESD 170 01","Mitsubishi Canter Fren Diski | Mitsubishi Canter 16F00-05-248AA | 16F00-05-248AA Fren Diski | ESD 170 01 Fren Diski | Fren Diski Mitsubishi Canter Fuso Isuzu NPR NQR Otokar Doruk Sultan Arka 090 0613","https://www.frenciniz.com/urun/164/fren-diski-mitsubishi-canter-fuso-isuzu-npr-nqr-otokar-doruk-sultan-arka-090-0613-oem-16f00-05","50","4519.86"
